query_type,victim_model,method,method_key,source_file,metric,total_items,raw_n,valid_metric_n,no_response_nan_to_zero_n,response_nan_dropped_n,before_padding_n,padding_n,final_n,text_col
value,gemini-2.5-flash,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Logical appeal.csv,refusal,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,cipher,cipher,gpt-5.1/eval/value/gemini-2.5-flash/cipher.csv,score,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,cipher,cipher,gpt-5.1/eval/value/gemini-2.5-flash/cipher.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Misrepresentation.csv,score,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Misrepresentation.csv,refusal,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,Our_trap,our_trap,gpt-5.1/eval/value/gemini-2.5-flash/Our_trap.csv,score,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,Our_trap,our_trap,gpt-5.1/eval/value/gemini-2.5-flash/Our_trap.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,flipattack,flipattack,gpt-5.1/eval/value/gemini-2.5-flash/flipattack.csv,score,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,flipattack,flipattack,gpt-5.1/eval/value/gemini-2.5-flash/flipattack.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Expert Endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Expert Endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/gpt-4o/PAP_Authority endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/gpt-4o/PAP_Authority endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-4o,SQL_responses,sql_responses,gpt-5.1/eval/value/gpt-4o/SQL_responses.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-4o,SQL_responses,sql_responses,gpt-5.1/eval/value/gpt-4o/SQL_responses.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-4o,PAP,pap,gpt-5.1/eval/value/gpt-4o/PAP.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP,pap,gpt-5.1/eval/value/gpt-4o/PAP.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-4o,Our_meli_query,our_meli_query,gpt-5.1/eval/value/gpt-4o/Our_meli_query.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-4o,Our_meli_query,our_meli_query,gpt-5.1/eval/value/gpt-4o/Our_meli_query.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-4o,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/gpt-4o/PAP_Evidence-based Persuasion.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/gpt-4o/PAP_Evidence-based Persuasion.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-4o,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/gpt-4o/Our_neutral_question.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-4o,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/gpt-4o/Our_neutral_question.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-4o,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/gpt-4o/PAP_Logical appeal.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/gpt-4o/PAP_Logical appeal.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-4o,cipher,cipher,gpt-5.1/eval/value/gpt-4o/cipher.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-4o,cipher,cipher,gpt-5.1/eval/value/gpt-4o/cipher.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-4o,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/gpt-4o/PAP_Misrepresentation.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/gpt-4o/PAP_Misrepresentation.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-4o,Our_trap,our_trap,gpt-5.1/eval/value/gpt-4o/Our_trap.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-4o,Our_trap,our_trap,gpt-5.1/eval/value/gpt-4o/Our_trap.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-4o,flipattack,flipattack,gpt-5.1/eval/value/gpt-4o/flipattack.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-4o,flipattack,flipattack,gpt-5.1/eval/value/gpt-4o/flipattack.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-4o,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/gpt-4o/PAP_Expert Endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-4o,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/gpt-4o/PAP_Expert Endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/llama-4/PAP_Authority endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/llama-4/PAP_Authority endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,SQL_responses,sql_responses,gpt-5.1/eval/value/llama-4/SQL_responses.csv,score,159,159,159,0,0,159,0,159,answer
value,llama-4,SQL_responses,sql_responses,gpt-5.1/eval/value/llama-4/SQL_responses.csv,refusal,159,159,159,0,0,159,0,159,answer
value,llama-4,PAP,pap,gpt-5.1/eval/value/llama-4/PAP.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,PAP,pap,gpt-5.1/eval/value/llama-4/PAP.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,Our_meli_query,our_meli_query,gpt-5.1/eval/value/llama-4/Our_meli_query.csv,score,159,159,159,0,0,159,0,159,answer
value,llama-4,Our_meli_query,our_meli_query,gpt-5.1/eval/value/llama-4/Our_meli_query.csv,refusal,159,159,159,0,0,159,0,159,answer
value,llama-4,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/llama-4/PAP_Evidence-based Persuasion.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/llama-4/PAP_Evidence-based Persuasion.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/llama-4/Our_neutral_question.csv,score,159,159,159,0,0,159,0,159,answer
value,llama-4,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/llama-4/Our_neutral_question.csv,refusal,159,159,159,0,0,159,0,159,answer
value,llama-4,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/llama-4/PAP_Logical appeal.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/llama-4/PAP_Logical appeal.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,cipher,cipher,gpt-5.1/eval/value/llama-4/cipher.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,cipher,cipher,gpt-5.1/eval/value/llama-4/cipher.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/llama-4/PAP_Misrepresentation.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/llama-4/PAP_Misrepresentation.csv,refusal,159,159,159,0,0,159,0,159,response
value,llama-4,Our_trap,our_trap,gpt-5.1/eval/value/llama-4/Our_trap.csv,score,159,159,159,0,0,159,0,159,answer
value,llama-4,Our_trap,our_trap,gpt-5.1/eval/value/llama-4/Our_trap.csv,refusal,159,159,158,1,0,159,0,159,answer
value,llama-4,flipattack,flipattack,gpt-5.1/eval/value/llama-4/flipattack.csv,score,159,159,158,0,1,158,1,159,response
value,llama-4,flipattack,flipattack,gpt-5.1/eval/value/llama-4/flipattack.csv,refusal,159,159,158,0,1,158,1,159,response
value,llama-4,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/llama-4/PAP_Expert Endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,llama-4,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/llama-4/PAP_Expert Endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/qwen3-next/PAP_Authority endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/qwen3-next/PAP_Authority endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,SQL_responses,sql_responses,gpt-5.1/eval/value/qwen3-next/SQL_responses.csv,score,159,159,159,0,0,159,0,159,answer
value,qwen3-next,SQL_responses,sql_responses,gpt-5.1/eval/value/qwen3-next/SQL_responses.csv,refusal,159,159,159,0,0,159,0,159,answer
value,qwen3-next,PAP,pap,gpt-5.1/eval/value/qwen3-next/PAP.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP,pap,gpt-5.1/eval/value/qwen3-next/PAP.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,Our_meli_query,our_meli_query,gpt-5.1/eval/value/qwen3-next/Our_meli_query.csv,score,159,159,159,0,0,159,0,159,answer
value,qwen3-next,Our_meli_query,our_meli_query,gpt-5.1/eval/value/qwen3-next/Our_meli_query.csv,refusal,159,159,159,0,0,159,0,159,answer
value,qwen3-next,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/qwen3-next/PAP_Evidence-based Persuasion.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/qwen3-next/PAP_Evidence-based Persuasion.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/qwen3-next/Our_neutral_question.csv,score,159,159,159,0,0,159,0,159,answer
value,qwen3-next,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/qwen3-next/Our_neutral_question.csv,refusal,159,159,159,0,0,159,0,159,answer
value,qwen3-next,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/qwen3-next/PAP_Logical appeal.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/qwen3-next/PAP_Logical appeal.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,cipher,cipher,gpt-5.1/eval/value/qwen3-next/cipher.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,cipher,cipher,gpt-5.1/eval/value/qwen3-next/cipher.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/qwen3-next/PAP_Misrepresentation.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/qwen3-next/PAP_Misrepresentation.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,Our_trap,our_trap,gpt-5.1/eval/value/qwen3-next/Our_trap.csv,score,159,159,159,0,0,159,0,159,answer
value,qwen3-next,Our_trap,our_trap,gpt-5.1/eval/value/qwen3-next/Our_trap.csv,refusal,159,159,159,0,0,159,0,159,answer
value,qwen3-next,flipattack,flipattack,gpt-5.1/eval/value/qwen3-next/flipattack.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,flipattack,flipattack,gpt-5.1/eval/value/qwen3-next/flipattack.csv,refusal,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/qwen3-next/PAP_Expert Endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,qwen3-next,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/qwen3-next/PAP_Expert Endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
